Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Methyldopa Tablets,Teva Pharmaceuticals,800-545-8800,500 mg/1 unit (NDC 0093-2932-01),New,06/10/2019,,"The discontinuation of these products is a business decision and not related to product quality, safety or efficacy.",,,Cardiovascular,To be Discontinued,06/10/2019,06/10/2019,08/30/2018,,,,,,,
Methyldopa Tablets,Teva Pharmaceuticals,800-545-8800,250 mg/1 unit (NDC 0093-2931-10),New,06/10/2019,,"The discontinuation of these products is a business decision and not related to product quality, safety or efficacy.",,,Cardiovascular,To be Discontinued,06/10/2019,06/10/2019,08/30/2019,,,,,,,
Methyldopa Tablets,Teva Pharmaceuticals,800-545-8800,250 mg/1 unit (NDC 0093-2931-01),New,06/10/2019,,"The discontinuation of these products is a business decision and not related to product quality, safety or efficacy.",,,Cardiovascular,To be Discontinued,06/10/2019,06/10/2019,08/30/2018,,,,,,,
Methyldopa Tablets,Accord Healthcare Inc.,866-941-7875,Methyldopa 250 mg 100s (16729-03-001),Revised,06/07/2019,Limited availability; Estimated shortage until March 2020,,,API procurement delay,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methyldopa Tablets,Accord Healthcare Inc.,866-941-7875,Methyldopa 250 mg 500s (16729-03-016),Revised,06/07/2019,Limited availability; Estimated shortage until March 2020,,,API procurement delay,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methyldopa Tablets,Accord Healthcare Inc.,866-941-7875,Methyldopa 500 mg 100s (16729-03-101),Revised,06/07/2019,Limited availability; Estimated shortage until March 2020,,,API procurement delay,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methyldopa Tablets,Accord Healthcare Inc.,866-941-7875,Methyldopa 500 mg 500s (16729-03-116),Revised,06/07/2019,Limited availability; Estimated shortage until March 2020,,,API procurement delay,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methyldopa Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,250 mg (NDC 0378-0611-01),Reverified,11/12/2019,Unavailable. Estimated recovery: Q1 2020,,,Other,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methyldopa Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,500 mg (NDC 0378-0421-01),Reverified,11/12/2019,Unavailable. Estimated recovery: Q1 2020,,,Other,Cardiovascular,Current,,,08/30/2018,,,,,,,
Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets,"Tris Pharma, Inc.",732-940-0358,20 mg (NDC 24478-074-01),Revised,08/09/2019,,,,,Pediatric;Psychiatry,Resolved,08/09/2019,,01/22/2018,,,,,,,
Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets,"Tris Pharma, Inc.",732-940-0358,30 mg (NDC 24478-075-01),Revised,08/09/2019,,,,,Pediatric;Psychiatry,Resolved,08/09/2019,,01/22/2018,,,,,,,
Methylphenidate Hydrochloride (QUILLICHEW ER) Extended-Release Chewable Tablets,"Tris Pharma, Inc.",732-940-0358,40 mg (NDC 24478-076-01),Revised,08/09/2019,,,,,Pediatric;Psychiatry,Resolved,08/09/2019,,01/22/2018,,,,,,,
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,"Tris Pharma, Inc.",732-940-0358,300 mg/60 mL (NDC 24478-321-02),Reverified,08/09/2019,Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product",,Other,Pediatric;Psychiatry,Current,,,01/22/2018,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM624144.pdf,,
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,"Tris Pharma, Inc.",732-940-0358,600 mg/120mL (NDC 24478-322-04),Reverified,08/09/2019,Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product",,Other,Pediatric;Psychiatry,Current,,,01/22/2018,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM624144.pdf,,
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,"Tris Pharma, Inc.",732-940-0358,750 mg/150 mL (NDC 24478-323-05),Reverified,08/09/2019,Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product",,Other,Pediatric;Psychiatry,Current,,,01/22/2018,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM624144.pdf,,
Methylphenidate Hydrochloride (QUILLIVANT XR) for Extended-Release Oral Suspension,"Tris Pharma, Inc.",732-940-0358,900 mg/180 mL (NDC 24478-324-06),Reverified,08/09/2019,Available,"Effective September 21, 2018, Tris Pharma, Inc. acquired NextWave Pharmaceuticals, previously a wholly owned subsidiary of Pfizer Inc., including this product",,Other,Pediatric;Psychiatry,Current,,,01/22/2018,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM624144.pdf,,
"Methylphenidate Hydrochloride Extended-Release Tablets, USP CII",Teva Pharmaceuticals,800-545-8800,36 mg 30 count (NDC 0591-2717-30),New,05/17/2019,,Teva made a business related decision to discontinue the product.,,,Pediatric;Psychiatry,To be Discontinued,05/17/2019,05/17/2019,05/17/2019,,,,,,,
"Methylphenidate Hydrochloride Extended-Release Tablets, USP CII",Teva Pharmaceuticals,800-545-8800,54 mg 30 count (NDC 0591-2718-30),New,05/17/2019,,Teva made a business related decision to discontinue the product.,,,Pediatric;Psychiatry,To be Discontinued,05/17/2019,05/17/2019,05/17/2019,,,,,,,
"Methylphenidate Hydrochloride Tablets, USP CII",Teva Pharmaceuticals,800-545-8800,5 mg 100 count (NDC 0591-5882-01),New,05/17/2019,,Teva made a business decision to discontinue the product.,,,Pediatric;Psychiatry,To be Discontinued,05/17/2019,05/17/2019,05/17/2019,,,,,,,
"Methylphenidate Hydrochloride Tablets, USP CII",Teva Pharmaceuticals,800-545-8800,10 mg 100 count (NDC 0591-5883-01),New,05/17/2019,,Teva made a business decision to discontinue the product.,,,Pediatric;Psychiatry,To be Discontinued,05/17/2019,05/17/2019,05/17/2019,,,,,,,
"Methylphenidate Hydrochloride Tablets, USP CII",Teva Pharmaceuticals,800-545-8800,20 mg 100 count (NDC 0591-5884-01),New,05/17/2019,,Teva made a business decision to discontinue the product.,,,Pediatric;Psychiatry,To be Discontinued,05/17/2019,05/17/2019,05/17/2019,,,,,,,
"Metoclopramide Injection, USP",Heritage Pharma,855-228-9470,10mg/2mL (NDC 23155-240-41),Revised,10/18/2019,,,,,Gastroenterology,Resolved,10/18/2019,,10/24/2017,,,,,,,
"Metoclopramide Injection, USP","Hospira, Inc.",844-646-4398,10 mg/2 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-3414-01),Revised,10/18/2019,,,,,Gastroenterology,Resolved,10/18/2019,,10/23/2017,,,,,,,
"Metoclopramide Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"10 mg per 2 mL, single use, prefilled syringe (NDC 76045-101-20)",Revised,10/18/2019,,,,,Gastroenterology,Resolved,10/18/2019,,10/23/2017,,,,,,,
"Metoclopramide Injection, USP",Teva Pharmaceuticals,800-545-8800,5 mg/ 1 ml (NDC 0703-4502-04),Revised,10/18/2019,,,,,Gastroenterology,Resolved,10/18/2019,,10/24/2017,,,,,,,
"Metoclopramide Injection, USP",Teva Pharmaceuticals,800-545-8800,5 mg/ 1 ml (NDC 0703-4502-84),Revised,10/18/2019,,,,,Gastroenterology,Resolved,10/18/2019,,10/24/2017,,,,,,,
"Metoprolol Tartrate Injection, USP",Gland Pharma,609-250-7990,"1 mg/mL, 5 mL vial (NDC 72266-122-25)",Reverified,10/28/2019,Available,Distributed by Fosun Pharma USA Inc. (Company Contact Information:  833-291-9645),,Available,Cardiovascular,Current,,,04/08/2019,,,,,,,
"Metoprolol Tartrate Injection, USP",Gland Pharma,609-250-7990,1 mg/mL 5mL vial (NDC 70860-300-05 and 70860-300-41),Revised,10/28/2019,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154",,Available,Cardiovascular,Current,,,04/08/2019,,,,,,,
"Metoprolol Tartrate Injection, USP",Gland Pharma,609-250-7990,5 mg per 5 mL Single Dose Vial (NDC 47781-587-17),Reverified,10/28/2019,Available,Distributed by Alvogen Inc. (Company Contact Information:  973-532-7840),,Available,Cardiovascular,Current,,,04/08/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,"5 mg per 5 mL, SDV, PF (NDC 63323-660-05)",Reverified,11/12/2019,Available,Check wholesalers for inventory,,Manufacturing delays,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"1mg/mL – 10mL vials, (NDC 0143-9660-10)",Reverified,10/04/2019,Available,,,Demand increase for the drug,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,1mg/mL – 5ml vials (NDC 0143-9873-25),Reverified,10/04/2019,This presentation is temporarily on backorder.,,,Demand increase for the drug,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Hospira, Inc.",844-646-4398,5 mg/5 mL (1 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1778-05),Revised,11/22/2019,Available,,,Other,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Hospira, Inc.",844-646-4398,5 mg/5 mL (1 mg/mL); Carpuject Luer Lock Glass Syringe (NDC 00409-1778-35),Revised,11/22/2019,Next Delivery and Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP","Hospira, Inc.",844-646-4398,5 mg/5 mL (1 mg/mL); Glass Ampul (NDC 00409-2285-05),Revised,11/22/2019,Next Delivery and Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,04/02/2019,,,,,,,
"Metoprolol Tartrate Injection, USP",Baxter Healthcare,888-229-0001,1 mg/mL - 5 mL Sterile Single Use Glass Vial (10 x 5 mL). For Intravenous Use (NDC 36000-033-10),Reverified,09/05/2019,Available,,,,Cardiovascular,Current,,,04/08/2019,,,,,,,
"Metronidazole Injection, USP",Baxter Healthcare,888-229-0001,"Metronidazole Injection 500mg Isotonic Saline in VIAFLO container, 100 mL Product code FE3400G (NDC 0338-9554-50) Product code FE3400G",Reverified,09/05/2019,Unavailable,Baxter Healthcare Corporation in conjunction with FDA has initiated temporary importation of Metronidazole Injection 500mg/100 mL in VIAFLO (non PVC) plastic container into the U.S. market to address drug shortages.,,,Anti-Infective,Current,,,10/13/2017,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM604711.pdf,,
"Metronidazole Injection, USP",Baxter Healthcare,888-229-0001,"Metronidazole Injection, USP, 500 mg/100 mL, in VIAFLEX Plus Container (NDC 0338-1055-48)",Reverified,09/05/2019,Available,,,,Anti-Infective,Current,,,10/13/2017,,,,,,,
"Metronidazole Injection, USP","Hospira, Inc.",844-646-4398,500 mg/100 mL (5 mg/mL); Flexible Container (NDC 00409-7811-24),Reverified,11/22/2019,Limited Supply Available. Next Delivery: November 2019; Estimated Recovery: December 2019,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anti-Infective,Current,,,10/11/2017,,,,,,,
"Metronidazole Injection, USP","Hospira, Inc.",844-646-4398,500 mg/100 mL (5 mg/mL); Flexible Container (NDC 00409-7811-37),Reverified,11/22/2019,Available,,,Other,Anti-Infective,Current,,,10/11/2017,,,,,,,
"Metronidazole Injection, USP",B. Braun Medical Inc.,800-227-2862,Metronidazole Injection 500mg (5mg/mL) 100mL D5353-5224 (NDC 0264-5535-32),Revised,01/22/2019,Product available for contracted  customers,,,Manufacturing interruptions and demand increase,Anti-Infective,Current,,,10/11/2017,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM583465.pdf,,
Mirtazapine Orally Disintegrating Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,15mg tablets (NDC 0591-2469-15),New,05/29/2018,,This product discontinuation is a business related decision,,,Psychiatry,To be Discontinued,05/29/2018,05/29/2018,05/29/2018,,,,,,,
Mirtazapine Orally Disintegrating Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,30mg tablets (NDC 0591-2470-15),New,05/29/2018,,This product discontinuation is a business related decision,,,Psychiatry,To be Discontinued,05/29/2018,05/29/2018,05/29/2018,,,,,,,
Mirtazapine Orally Disintegrating Tablets,"Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.",800-545-8800,45mg tablets (NDC 0591-2471-15),New,05/29/2018,,This product discontinuation is a business related decision,,,Psychiatry,To be Discontinued,05/29/2018,05/29/2018,05/29/2018,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,15 mg 30 count bottle (NDC 0093-7206-56),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,15 mg 30 count bottle (NDC 0591-1117-30),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,15 mg 1000 count bottle (NDC 0591-1117-10),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,30 mg 30 count bottle (NDC 0093-7207-56),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,30 mg 30 count bottle (NDC 0591-1118-30),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,30 mg 1000 count bottle (NDC 0591-1118-10),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
"Mirtazapine Tablets, USP",Teva Pharmaceuticals,800-545-8800,45 mg 30 count bottle (NDC 0591-1119-30),New,05/02/2019,,Discontinuation of the manufacture of the drug.,,,Psychiatry,To be Discontinued,05/02/2019,05/02/2019,05/02/2019,,,,,,,
Modafinil Tablets,Par Pharmaceutical,800-828-9393,"100 mg, bottle of 30 (NDC 49884-534-11)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Neurology,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
Moexipril Hydrochloride/Hydrochlorothiazide Tablets,Teva Pharmaceuticals,800-545-8800,7.5 mg; 12.5 mg tablets (NDC 0093-5213-01),New,11/06/2018,,This product discontinuation is a business-related decision.,,,Cardiovascular,To be Discontinued,11/06/2018,11/06/2018,11/06/2018,,,,,,,
Moexipril Hydrochloride/Hydrochlorothiazide Tablets,Teva Pharmaceuticals,800-545-8800,15 mg; 12.5 mg tablets (NDC 0093-5214-01),New,11/06/2018,,This product discontinuation is a business-related decision.,,,Cardiovascular,To be Discontinued,11/06/2018,11/06/2018,11/06/2018,,,,,,,
Moexipril Hydrochloride/Hydrochlorothiazide Tablets,Teva Pharmaceuticals,800-545-8800,15 mg; 25 mg tablets (NDC 0093-5215-01),New,11/06/2018,,This product discontinuation is a business-related decision.,,,Cardiovascular,To be Discontinued,11/06/2018,11/06/2018,11/06/2018,,,,,,,
Mometasone Furoate (Elocon) Topical Cream,Merck Sharp & Dohme Corp.,800-672-6372,0.1% 15 gram tube  (NDC 0085-3149-01),New,07/29/2019,,,,,Dermatology,To be Discontinued,07/29/2019,07/29/2019,07/29/2019,,,,,,,
Mometasone Furoate (Elocon) Topical Cream,Merck Sharp & Dohme Corp.,800-672-6372,0.1% 50 gram tube  (NDC 0085-3149-03),New,07/29/2019,,,,,Dermatology,To be Discontinued,07/29/2019,07/29/2019,07/29/2019,,,,,,,
Montelukast Sodium Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10 mg (NDC 0378-5201-93),New,03/20/2018,,The discontinuation of this product is a business decision,,,Pediatric;Pulmonary/Allergy,To be Discontinued,03/20/2018,03/20/2018,03/20/2018,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,20 mg/0.8 mg; 30 capsules per bottle (NDC 60793-430-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,30 mg/1.2 mg; 30 capsules per bottle (NDC 60793-431-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,50 mg/2 mg; 30 capsules per bottle (NDC 60793-433-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,60 mg/2.4 mg; 30 capsules per bottle (NDC 60793-434-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,80 mg/3.2 mg; 30 capsules per bottle (NDC 60793-435-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate and Naltrexone Hydrochloride (EMBEDA®) Extended-Release Capsules,Pfizer Pharmaceuticals,800-533-4535,100 mg/4 mg; 30 capsules per bottle (NDC 60793-437-20),New,10/07/2019,,Stop sale date 15Nov2019.  Anticipated unavailability of product is early 2020.,,,Analgesia/Addiction,To be Discontinued,10/07/2019,10/07/2019,10/07/2019,,,,,,,
Morphine Sulfate Extended-Release Tablets,Par Pharmaceutical,800-828-9393,"15 mg, bottle of 100 (NDC 60951-652-70)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Analgesia/Addiction,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
Morphine Sulfate Extended-Release Tablets,Par Pharmaceutical,800-828-9393,"30 mg, bottle of 100 (NDC 60951-653-70)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Analgesia/Addiction,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
